codigo,titulo,autor,origen,comision,tema,iniciativa,link
059/16,POR EL CUAL SE TOMAN MEDIDAS A FIN DE GARANTIZAR LA EFECTIVA PRESTACIÓN DEL SERVICIO DE SALUD ONCOPEDIATRICA A LOS MENORES DE 18 AÑOS EN PROCURA DE LA PRELACIÓN DE SUS DERECHOS FUNDAMENTALES,ALVARO URIBE VELEZ|ORLANDO CASTAÑEDA SERRANO|HONORIO HENRÍQUEZ PINEDO|FERNANDO ARAUJO|ERNESTO MACIAS|PALOMA VALENCIA|MARIA DEL ROSARIO GUERRA|CARLOS FELIPE MEJIA,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/59
060/16,POR LA CUAL SE DECRETA EL PRESUPUESTO DE RENTAS Y RECURSOS DE CAPITAL Y LEY DE APROPIACIONES PARA LA VIGENCIA FISCAL DEL 1 DE ENERO AL 31 DE DICIEMBRE DE 2017 PARA LA NUEVA ECONOMIA,MAURICIO CÁRDENAS SANTAMARÍA,CÁMARA DE REPRESENTANTES,ECONOMICAS,PRESUPUESTO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/60
061/16,POR LA CUAL SE CREA LA LICENCIA AMBIENTAL PARA EXPLORACION SE CREA EL ESPACIO DE PARTICIPACION DE LOS CONSEJOS TERRITORIALES DE PLANEACION EN MATERIA AMBIENTAL Y SE DICTAN OTRAS DISPOSICIONES,CLAUDIA LOPEZ|JORGE PRIETO|IVAN CEPEDA|ANTONIO NAVARRO WOLFF |INTI ASPRILLA|LUCIANO GRISALES|OSCAR IVAN OSPINA|ANGELICA LOZANO CORREA|ARTURO YEPES ALZATE|VICTOR CORREA|ANA CRISTINA PAZ,SENADO DE LA REPUBLICA,QUINTA,AMBIENTAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/61
062/16,POR MEDIO DE LA CUAL SE CREA LA CONCERTACION MINERA Y DE HIDROCARBUROS Y SE DICTAN OTRAS DISPOSICIONES,CLAUDIA LOPEZ|ANTONIO NAVARRO WOLFF|JORGE OSCAR OSPINA|ARTURO YEPES ALZATE|ANA CRISTINA PAZ|ANGELICA LOZANO CORREA|LUCIANO GRISALES Y VICTOR CORREA,SENADO DE LA REPUBLICA,QUINTA,AMBIENTAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/62
063/16 Acumulado 008/16,POR LA CUAL SE ADOPTAN E INTEGRA LAS NORMAS QUE REGULAN EL REGIMEN Y EL PROCEDIMIENTO ELECTORAL COLOMBIANO Y SE DICTAN OTRAS DISPOSICIONES,ANA PAOLA AGUDELO GARCIA|GUILLERMINA BRAVO MONTAÑO Y CARLOS EDUARDO GUEVARA VILLABON,SENADO DE LA REPUBLICA,PRIMERA,ELECTORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/63
064/16,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 649 DE 2001 Y SE DICTAN DISPOSICIONES PARA LA GARANTIA DE LA MINORIAS POLITICAS EN COLOMBIA,ANA PAOLA AGUDELO GARCIA|GUILLERMINA BRAVO MONTAÑO Y CARLOS EDUARDO GUEVARA VILLABON,SENADO DE LA REPUBLICA,PRIMERA,ELECTORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/64
065/16,MEDIANTE EL CUAL SE REGULA LA DESIGNACIÓN DE UN FISCAL GENERAL DE LA NACION INTERINO,NESTOR HUMBERTO MARTINEZ NEIRA,SENADO DE LA REPUBLICA,PRIMERA,ELECTORAL,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/65
066/16,MEDIANTE EL CUAL SE REGULA EL REGIMEN DE IMPEDIMENTOS Y RECUSACIONES DEL FISCAL GENERAL DE LA NACION,NESTOR HUMBERTO MARTINEZ NEIRA,SENADO DE LA REPUBLICA,PRIMERA,ELECTORAL,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/66
067/16,MEDIANTE AL CUAL SE FORTALECE EL CONTROL Y LA REDINDICION DE CUENTAS EN LA FISCALIA GENERAL DE LA NACION,NESTOR HUMBERTO MARTINEZ NEIRA,SENADO DE LA REPUBLICA,PRIMERA,ELECTORAL,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/67
068/16,POR MEDIO DE LA CUAL SE REGLAMENTA LA PARTICIPACION EN POLITICA DE LOS SERVIDORES PUBLICOS DE CONFORMIDAD CON EL ARTICULO 127 DE LA CONSTITUCION POLITICA DE COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,PRIMERA,ELECTORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/68
069/16,POR LA CUAL SE ESTABLECE LA COTIZACION EN SEGURIDAD SOCIAL DE LAS PERSONAS QUE DESAROLLAN CONTRATOS DE PRESTACIONES Y SERVICIOS,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/69
070/16,POR EL CUAL SE PROCURA MEJORAR LA PUBLICIDAD DE LAS NORMAS QUE SE EXPIDEN.,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/70
071/16,POR LA CUAL SE MODIFICA LA CONFORMACION DE LA COMISION DE ORDENAMIENTO TERRITORIAL,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/71
072/16,POR LA CUAL SE MODIFICA LAS INCOMPATIBILIDADES PREVISTAS PARA LOS MIEMBROS DE LAS JUNTAS ADMINISTRADORAS LOCALES QUE CUMPLEN FUNCIONES AD HONODOREN Y SE DICTAN OTRAS DISPOSICIONES,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,PRIMERA,JAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/72
073/16,POR LA CUAL SE MODIFICA EL ARTICULO SEGUNDO DE LA LEY TERCERA DE 1992 EN CUANTO A LA COMPOSICION DE LAS COMISIONES CONSTITUCIONALES PERMANENTES,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/73
074/16,POR LA CUAL SE CREA EL INFORME ANUAL DE GESTION DE LOS ENTES TERRITORIALES,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/74
075/16,POR LA CUAL SE ESTABLECE UN PROCEDIMIENTO ESPECIAL PARA EL REGISTRO DE PROPIEDAD DE UN VEHICULO A PERSONAS INDETERMINADA Y SE DICTAN OTRAS DISPOSICIONES,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,SEXTA,VEHÍCULOS,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/75
076/16,POR MEDIO DE LA CUAL SE PROTEJE LA HONRA DE LAS PERSONAS,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,PRIMERA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/76
077/16,POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS DENTRO DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD PARA REGLAMENTAR  LA VENTA DE MEDICAMENTOS Y EL ADECUADO USO DE LOS ANTIBIOTICOS SE PROHIBE LA VENTA DE ANTIBIOTICOS SIN FORMULA MEDICA Y SE DICTAN OTRAS DISPOSICIONES,ANTONIO JOSE CORREA JIMENEZ,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/77
078/16,POR LA CUAL SE REGLAMENTA LOS PROGRAMAS CLINICOS EN ALERGOLOGIA Y SE DICTAN OTRAS DISPOSICIONES,ANTONIO JOSE CORREA JIMENEZ,SENADO DE LA REPUBLICA,SEXTA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/78
079/16,POR MEDIO DE LA CUAL SE RECONOCE LA PROTECCION ESPECIAL DE ESTABILIDAD LABORAL REFORZADA A SERVIDORES DEL ESTADO EN PROVISIONALIDAD EN CARGOS DE CARRERA ADMINISTRATIVA,ANTONIO JOSE CORREA JIMENEZ,SENADO DE LA REPUBLICA,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/79
080/16,POR MEDIO DE LA CUAL SE ESTABLECEN REGLAS EN MATERIA DE RESPONSABILIDAD ADMINISTRATIVA Y PENAL POR DAÑOS AL AMBIENTE SE MODIFICA EL PROCEDIMIENTO SANCIONATORIO AMBIENTAL ESTABLECIDO EN LA LEY 1333 DE 2009 SE EXPIDEN NORMAS PARA FORTALECER EL CUMPLIMIENTO DE LA NORMATIVIDAD AMBIENTAL Y SE DICTAN OTRAS DISPOSICIONES,EFRAIN CEPEDA SARABIA,SENADO DE LA REPUBLICA,QUINTA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/80
081/16,POR LA CUAL SE DEROGA EL ARTICULO 239 DE LA LEY 1753 DE 2015 SE CONSTITUYE EL PORTAL CENTRAL DE TRANSPARENCIA FISCAL - PCTF Y SE DICTAN OTRAS DISPOSICIONES,CARLOS FERNANDO GALAN|ANDRES GARCIA ZUCCARDI|ANTONIO NAVARRO WOLFF|JUAN MANUEL GALAN IVAN DUQUE|OSCAR MAURICIO LIZCANO A,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/81
082/16,POR MEDIO DE LA CUAL SE IMPULSE EL USO DE BOLSAS REUTILIZABLES Y SE COMPROMETE A TODA LA CADENA DE PRODUCCION UTILIZACION Y POSCONSUMO A DESMONTA. PAULATINAMENTE. EL USO DE LAS BOLSAS PLASTICAS DE UNICO USO INUTILES Y NO REUTILIZABLES Y SE DICTAN OTRAS DISPOSICIONES,ANTONIO GUERRA DE LA ESPRIELLA,SENADO DE LA REPUBLICA,QUINTA,AMBIENTAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/82
083/16,POR EL CUAL SE BRINDAN LAS CONDICIONES DE PROTECCION Y FORMALIZACION A LOS TRABAJADORES POR DIAS ESTACIONALES O DE TEMPORADA,ORLANDO CASTAÑEDA SERRANO,SENADO DE LA REPUBLICA,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/83
084/16,POR LA CUAL SE ADICIONAN MODIFICAN Y SE DICTAN DISPOSICIONES ORIENTADAS A FORTALECER  LA CONTRATACION PUBLICA EN COLOMBIA,JORGE EDUARDO ROJAS GIRALDO,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/84
085/16,POR LA CUAL SE MODIFICA EL PORCENTAJE DE PARTICIPACION PARA CONFORMACION DE LAS AREAS METROPOLITANAS,CARLOS ENRIQUE SOTO JARAMILLO,SENADO DE LA REPUBLICA,PRIMERA,DISTRITO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/85
086/16,POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS PARA LA PROTECCION DE LOS ANIMALES SE MODIFICA LA LEY 84 DE 1989 Y SE DICTAN OTRAS DISPOSICIONES,NADIA BLEL SCAFF,SENADO DE LA REPUBLICA,PRIMERA,ANIMALES,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/86
087/16,POR MEDIO DE LA CUAL SE ESTABLECEN EL REGIMEN DE INHABILIDADES A QUIENES HAYAN SIDO CONDENADOS POR DELITOS SEXUALES CONTRA MENORES SE CREA EL REGISTRO DE INHABILIDADES Y SE DICTAN OTRAS DISPOSICIONES,MADIA BLEL SCAFF,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/87
088/16,POR MEDIO DE LA CUAL SE FORTALECE LA FINANCIACION DE LA EDUCACION SUPERIOR OFICIAL EN COLOMBIA PARA MEJORAR SU CALIDAD Y COBERTURA,ALFREDO RAMOS MAYA,SENADO DE LA REPUBLICA,SEXTA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/88
089/16,POR LA CUAL SE GARANTIZA LA ESTABILIDAD LABORAL REFORZADA DE LOS MIEMBROS DE LA FUERZA PUBLICA CON DISMINUCION DE LA CAPACIDAD PSICOFISICA Y SE DICTAN OTRAS DISPOSICIONES,THANIA VEGA DE PLAZAS|ALVARO URIBE VELEZ|MARIA DEL ROSARIO GUERRA|PALOMA VALENCIA|RIGOBERTO BARON ALFREDO RANGEL SUAREZ|IVAN DUQUE MARQUEZ|FERNANDO ARAUJO|ORLANDO CASTAÑEDA SERRANO|DANIEL CABRALES|EVERTH BUSTAMANTE G|ALFREDO RAMOS MAYA|JAIME AMIN HERMANDEZ|ERNESTO MACIAS|CARLOS FELIPE MEJIA|HONORIO ENRIQUE P|NOHORA TOVAR REY|SUSANA CORREA,SENADO DE LA REPUBLICA,SEGUNDA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/89
090/16,POR LA CUAL SE ESTABLECE UN TRATO HUMANITARIO A MIEMBROS DE LA FUERZA PUBLICA CON DISMINUCION DE SU CAPACIDAD PSICOFISICA PRIVADOS DE LA LIBERTAD Y SE DICTAN OTRAS DISPOSICIONES,THANIA VEGA DE PLAZAS|ALVARO URIBE VELEZ|MARIA DEL ROSARIO GUERRA|PALOMA VALENCIA|RIGOBERTO BARON|ALFREDO RANGEL SUAREZ|IVAN DUQUE MARQUEZ FERNANDO ARAUJO|ORLANDO CASTAÑEDA|DANIEL CABRALES EVERTH BUSTAMANTE|ALFREDO RAMOS MAYA|JAIME AMIN H|ERNESTO MACIAS TOVAR|CARLOS FELIPE MEJIA|NOHORA TOVAR|HONORIO ENRIQUEZ P|SUSANA CORREA B,SENADO DE LA REPUBLICA,SEGUNDA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/90
091/16,POR MEDIO DE LA CUAL SE MODIFICA EL AMBITO DE APLICACION DE LA LEY ESTATUTARIA 1581 DE 2012 Y SE FACILITA A LA AUTORIDAD DE PROTECCION DE DATO PARA QUE PROTEJA LOS DERECHOS DE LAS COLOMBIANAS Y LOS COLOMBIANOS FRENTE A LA RECOLECCION Y EL TRATAMIENTO INTERNACIONAL DE DATOS PERSONALES.,JAIME AMIN HERNANDEZ|ALVARO URIBE VELEZ|ERNESTO MACIAS|HERNANDO ARAUJO,SENADO DE LA REPUBLICA,PRIMERA,PROTECIÓN DE DATOS,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/91
092/16,POR MEDIO DE LA CUAL DE MODIFICA LA LEY N 599 DE 2000 Y SE CREAN LOS TIPOS PENALES DE ABIGEATO Y ABIGEATO AGRAVADO,NOHORA TOVAR REY|ERNESTO MACIAS THANIA VEGA DE PLAZAS|RIGOBERTO BARON|JAIME AMIN HERNANDEZ|FERNANDO ARAUJO,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/92
093/16,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1675 DE 2013 <br />  PATRIMONIO CULTURAL SUMERGIDO GALEON.,JAIME AMIN HERNANDEZ|ERNESTO MACIAS|PAOLA HOLGUIN|FERNANDO ARAUJO,SENADO DE LA REPUBLICA,SEXTA,PATRIMONIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/93
094/16,POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY ESTATUTARIA 1266 DE 2008 Y SE DICTAN OTRAS DISPOSICIONES GENERALES DEL HABEAS DATA CON RELACIÓN  A LA INFORMACIÓN FINANCIERA CREDITICIA COMERCIAL DE SERVICIOS Y LA PROVENIENTE DE TERCEROS PAISES Y SE DICTAN OTRAS DISPOSICIONES,LUIS FERNANDO VELAZCO CHAVEZ Y DAVID ALEJANDRO BARGIL ASSIS,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/94
095/16,POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES RELACIONADAS CON EL EJERCICIO DE LA PROFESION DE ABOGADO,GERMAN VARON COTRINO |ANGELICA LOZANO CORREA|CARLOS GERMAN NAVAS|CARLOS JIMENEZ|JHON E MOLINA,SENADO DE LA REPUBLICA,PRIMERA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/95
096/16,POR MEDIO DE LA CUAL SE MODIFICA EL NUMERAL 5 DEL ARTICULO 2 DE LA LEY 815 DEL 2003 EN LO RELATIVO AL DESCUENTO EN EL VALOR DE LA MATRICULA EN INSTITUCIONES OFICIALES DE EDUCACION SUPERIOR COMO BENEFICIO A LOS SUFRAGANTES,PAOLA ANDREA HOLGUIN MORENO,SENADO DE LA REPUBLICA,PRIMERA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/96
097/16,POR LA CUAL SE REGULA EL EJERCICIO DEL CABILDEO Y SE DICTAN OTRAS DISPOSICIONES,CARLOS FERNANDO GALAN|IVAN DUQUE|ROSMERY MARTINEZ|JUAN MANUEL GALAN ANGELICA LOZANO CORREA,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/97
098/16,POR MEDIO DEL CUAL SE CREA EL SUBSIDIO GASTOS DE TRANSPORTE ALOJAMIENTO Y MANUTENCION PARA EL PACIENTE DEL SISTEMA DE SALUD Y UN ACOMPAÑANTE Y SE ESTABLECEN CRITERIOS PARA GARANTIZAR  SU CUMPLIMIENTO,JUAN SAMY MERHEG MARUN|MAURICIO DELGADO MARTINEZ|JUAN CARLOS RIVERA PEÑA|JAIME ARMANDO YEPES MATINEZ,SENADO DE LA REPUBLICA,SEPTIMA,SUBSIDIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/98
099/16,POR MEDIO DE LA CUAL SE MODIFICA PARCIALMENTE LA LEY 769 DE 2002 CODIGO NACIONAL DE TRANSITO TERRESTRE ADICIONANDOLE UN PARAGRAFO A LOS ARTICULOS 27 Y 37 Y SE DICTAN OTRAS DISPOSICIONES,JORGE ELIESER PRIETO RIVEROS,SENADO DE LA REPUBLICA,SEXTA,TRANSPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/99
100/16,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 648 DE 2001 Y SE DICTAN OTRAS DISPOSICIONES <br />  ESTAMPILLA UNIVERSIDAD DISTRITAL,OLGA LUCIA VELAZQUEZ NIETO Y ALFREDO GUILLERMO MOLINA TRIANA,CÁMARA DE REPRESENTANTES,TERCERA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/100
101/16,POR EL CUAL SE BRINDA CONDICIONES PARA MEJORAR LA CALIDAD DE VIDA DEL ADULTO MAYOR EN COLOMBIA,ALVARO URIBE VELEZ|ERNESTO MACIAS TOVAR HONORIO ENRIQUEZ PINEDO|CARLOS FELIPE MEJIA|FERNANDO ARAUJO|MARIA DEL ROSARIO GUERRA,SENADO DE LA REPUBLICA,SEPTIMA,SUBSIDIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/101
102/16,POR MEDIO DE LA CUAL SE ESTABLECE UNA COMPENSACIÓN A LOS MIEMBROS DE LA COMUNIDAD RAIZAL TITULARES DE PREDIOS DE DEPARTAMENTOS DE SAN ANDRES Y PROVIDENCIA Y SANTA CATALINA,MARCO ANIBAL AVIRAMA,CÁMARA DE REPRESENTANTES,TERCERA,AFROCOLOMBIANOS,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/102
103/16,POR MEDIO DE LA CUAL SE MODIFICA LA LEY 1328 DE 2009,ALEJANDRO CARLOS CHACON CAMARGO,CÁMARA DE REPRESENTANTES,TERCERA,FINANCIERO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/103
104/16,POR MEDIO DEL CUAL SE REFORMA LA LEY 1098 DE 2004 CODIGO DE INFANCIA Y ADOLECENCIA Y LA LEY 916 DE 2004 REGLAMENTO NACIONAL TAURINO,GUILLERMO GARCIA REALPE|JUAN MANUEL GALAN|CLAUDIA LOPEZ|LUIS FERNANDO VELAZCO ANTONIO NAVARRO WOLFF WOLF|LUCIANO GRISALES LONDOÑO VICTOR CORREA|INTI ASPRILLA|ALIRIO URIBE MUÑOZ|GERMAN NAVAS TALERO|OSCAR OSPINA,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/104
105/16,POR MEDIO DEL CUAL SE ESTABLECEN LIMITES MAXIMOS A LOS AVALUOS POR ACTUALIZACION CATASTRAL SE UNIFICA LA CONSERVACION CATASTRAL A NIVEL NACIONAL SE DETERMINAN LOS LIMITES Y PLAZOS PARA EL PAGO DEL IMPUESTO PREDIAL UNIFICADO Y SE DICTAN OTRAS DISPOSICIONES,JUAN LEONIDAS NAME VASQUEZ,CÁMARA DE REPRESENTANTES,TERCERA,PATRIMONIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/105
106/16,POR MEDIO DE LA CUAL SE REGULA LA CREACIÓN CIRCULACIÓN ACEPTACIÓN EL CUAL Y DEMAS ACTOS CAMBIARIOS SOBRE EL TITULO VALOR ELECTRONICO,JAIME AMIN H|HONORIO MIGUEL HENRIQUEZ|DANIEL CABRALES|PAOLA HOLGUIN|IVAN DUQUE|ALVARO URIBE VELEZ|CARLOS FELIPE MEJIA|FERNANDO ARAUJO|NORA TOVAR,SENADO DE LA REPUBLICA,TERCERA,MEDIOS DE PAGO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/106
107/16,POR MEDIO DE LA CUAL SE ESTABLECE UN LIMITE AL INCREMENTO ANUAL DEL IMPUESTO PREDIAL UNIFICADO PRODUCTO DE ACTUALIZACIONES CASTRALES Y SE DICTAN OTRAS DISPOSICIONES,DAVID BARGUIL ASSIS|CARLOS FERNANDO GALAN,CÁMARA DE REPRESENTANTES,TERCERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/107
108/16,POR MEDIO DEL CUAL SE ADICIONA UN PARAGRAFO AL ARTICULO 25 DEL DECRETO 4433 DE 2004 Y SE PROCEDE AFIJAR EL REGIMEN PENSIONAL Y DE ASIGNACION DE RETIRO DE LOS MIEMBROS DEL NIVEL EJECUTIVO DE LA POLICIA NACIONAL QUE SE ENCONTRABAN ACTIVOS AL 31 DE DICIEMBRE DE 2004 DE CONFORMIDAD CON LO ESTABLECIDO EN EL ARTICULO 150 NUMERAL  Y 1 ARTICULO 18 INCISO 2 DE LA CONSTITUCION POLITICA Y SE DICTAN OTRAS DISPOSICIONES,PAOLA HOLGUIN MORENO|THANIA VEGA DE PLAZAS|ERNESTO MACIAS|JAIME AMIN H|EVER BUSTAMANTE,SENADO DE LA REPUBLICA,SEGUNDA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/108
109/16,POR MEDIO DE LA CUAL SE MODIFICA Y ADICIONA LA LEY 1715 DE 2014 GRANJAS SOLARES  PANELES FOTOVOLTAICOS.,JAIME AMIN H|CARLOS FELIPE MEJIA|PAOLA HOLGUIN|THANIA VEGA DE PLAZAS|RIGOBERTO BARON|DANIEL CABRALES|EVERT BUSTAMANTE|NHORA TOVAR REY|PALOMA VALENCIA|ALFREDO RAMOS MAYA|FERNANDO ARAUJO|ORLANDO CASTAÑEDA,SENADO DE LA REPUBLICA,QUINTA,AMBIENTAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/109
110/16,POR MEDIO DE LA CUAL SE REGULA EL TRABAJO AUTONOMO ECONOMICAMENTE DEPENDIENTE EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES,RODRIGO LARA RESTREPO,SENADO DE LA REPUBLICA,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/110
